auction_id;item_id;seller_login;seller_role;current_highest_bid;auction_status;winner_login;winner_role
425;988;sick-quarter;Seller;2013;Closed;long-term-if;Buyer
426;5239;starry-passion;Seller;3411;Closed;silent-piece;Buyer
427;4947;questionable-sympathy;Seller;1456;Active;;
428;3702;costly-scene;Seller;2474;Closed;upset-drag;Buyer
429;3687;harmless-agreement;Seller;3248;Closed;old-fashioned-lock;Buyer
430;448;impressionable-bedroom;Seller;1116;Closed;unwieldy-damage;Buyer
431;2564;breakable-lesson;Seller;1726;Active;;
432;2633;loyal-apple;Seller;1908;Closed;esteemed-teacher;Buyer
433;5399;modest-tale;Seller;4175;Closed;spiteful-animal;Buyer
434;5695;constant-university;Seller;2166;Closed;careless-potential;Buyer
435;4248;weighty-shame;Seller;2467;Closed;costly-produce;Buyer
436;514;mysterious-court;Seller;4306;Closed;sudden-count;Buyer
437;2609;live-hat;Seller;3699;Active;;
438;4928;fine-soil;Seller;2497;Closed;shameful-team;Buyer
439;3715;light-lie;Seller;1516;Closed;upset-black;Buyer
440;4156;unrealistic-item;Seller;5436;Closed;punctual-drawer;Buyer
441;2952;yummy-if;Seller;3865;Closed;quirky-heavy;Buyer
442;897;hard-to-find-boyfriend;Seller;3452;Closed;gregarious-exit;Buyer
443;2035;steel-mail;Seller;1476;Closed;spherical-shock;Buyer
444;4770;striped-job;Seller;4729;Closed;numb-tackle;Buyer
445;2642;heavenly-deposit;Seller;2845;Closed;uniform-excuse;Buyer
446;4654;easy-dark;Seller;954;Active;;
447;5899;every-discipline;Seller;2532;Closed;wretched-report;Buyer
448;4897;constant-university;Seller;3204;Closed;shocking-till;Buyer
449;3376;harmless-agreement;Seller;2325;Closed;mature-substance;Buyer
450;1082;leafy-distribution;Seller;3439;Closed;esteemed-teacher;Buyer
451;3551;melodic-chocolate;Seller;2573;Closed;tragic-tale;Buyer
452;3426;milky-penalty;Seller;2321;Closed;ignorant-link;Buyer
453;4005;coordinated-opposite;Seller;2122;Active;;
454;2077;linear-candle;Seller;4550;Closed;everlasting-secret;Buyer
455;1203;muffled-pause;Seller;2159;Closed;detailed-fishing;Buyer
456;1471;disguised-wonder;Seller;3417;Closed;unique-page;Buyer
457;3366;unfit-fault;Seller;1821;Active;;
458;5147;costly-tackle;Seller;2459;Closed;mature-substance;Buyer
459;491;phony-idea;Seller;2768;Closed;excellent-consist;Buyer
460;3934;muffled-pause;Seller;779;Active;;
461;4843;judicious-dare;Seller;3008;Closed;nasty-cookie;Buyer
462;2792;doting-bell;Seller;4591;Closed;mundane-song;Buyer
463;5254;grim-reach;Seller;3206;Closed;insubstantial-analyst;Buyer
464;3156;linear-candle;Seller;2831;Active;;
465;4471;demanding-farmer;Seller;3836;Closed;babyish-play;Buyer
466;5353;deadly-father;Seller;1489;Closed;lost-street;Buyer
467;3582;silver-steal;Seller;1594;Closed;composed-stress;Buyer
468;5820;fine-soil;Seller;1840;Closed;prestigious-plan;Buyer
469;4778;grim-reach;Seller;4255;Closed;treasured-familiar;Buyer
470;2931;abandoned-negotiation;Seller;5311;Closed;ecstatic-national;Buyer
471;5405;abandoned-negotiation;Seller;1963;Closed;grave-object;Buyer
472;709;grumpy-secret;Seller;691;Closed;sparse-baseball;Buyer
473;1321;big-hearted-king;Seller;2596;Closed;single-worker;Buyer
474;2907;linear-candle;Seller;2582;Closed;rough-classic;Buyer
475;427;grimy-catch;Seller;1392;Active;;
476;598;weekly-percentage;Seller;4142;Active;;
477;5354;bad-permit;Seller;3690;Closed;demanding-affair;Buyer
478;1697;rude-ball;Seller;5094;Closed;creamy-homework;Buyer
479;4009;mean-politics;Seller;3098;Closed;petty-possession;Buyer
480;1306;considerate-conference;Seller;2555;Closed;impressive-evening;Buyer
481;5793;fine-soil;Seller;2428;Active;;
482;1745;weighty-shame;Seller;2473;Closed;impressive-evening;Buyer
483;818;icky-hearing;Seller;3620;Active;;
484;1809;extraneous-stick;Seller;3338;Closed;electric-drawer;Buyer
485;3359;subdued-air;Seller;3842;Closed;free-communication;Buyer
486;4653;steel-mail;Seller;1686;Closed;affectionate-slice;Buyer
487;5214;live-hat;Seller;3142;Active;;
488;3670;affectionate-passenger;Seller;4441;Closed;responsible-end;Buyer
489;2110;productive-advice;Seller;3157;Active;;
490;4187;demanding-farmer;Seller;3886;Closed;worn-spray;Buyer
491;852;fine-soil;Seller;2383;Closed;melodic-handle;Buyer
492;1629;kooky-mail;Seller;2355;Active;;
493;1637;that-vehicle;Seller;5409;Closed;impure-original;Buyer
494;1537;giving-teacher;Seller;3510;Closed;spry-swim;Buyer
495;3087;ripe-patience;Seller;2731;Closed;elliptical-divide;Buyer
496;1481;unnatural-book;Seller;2297;Active;;
497;3943;kindhearted-young;Seller;2281;Closed;overjoyed-kitchen;Buyer
498;4395;pitiful-dream;Seller;847;Closed;mysterious-nail;Buyer
499;4468;mindless-button;Seller;3041;Closed;hollow-heart;Buyer
500;5487;icky-hearing;Seller;4428;Closed;impossible-mud;Buyer
501;3253;this-priority;Seller;2160;Active;;
502;4695;flawless-soup;Seller;1755;Closed;babyish-south;Buyer
503;1218;spectacular-diamond;Seller;2678;Closed;large-maintenance;Buyer
504;311;unfit-fault;Seller;17;Active;;
505;2776;forceful-coach;Seller;2835;Closed;rough-classic;Buyer
506;2301;serene-monitor;Seller;1245;Closed;amused-resource;Buyer
507;2783;striking-wedding;Seller;3979;Closed;annual-woman;Buyer
508;2237;unnatural-book;Seller;3939;Closed;dear-hide;Buyer
509;471;energetic-shot;Seller;1574;Active;;
510;5149;remorseful-buddy;Seller;3119;Closed;vibrant-song;Buyer
511;789;necessary-national;Seller;4797;Closed;impure-original;Buyer
512;3779;spectacular-diamond;Seller;3695;Closed;back-natural;Buyer
513;3810;kindhearted-young;Seller;2263;Closed;agitated-priest;Buyer
514;1479;big-hearted-king;Seller;2603;Closed;quixotic-telephone;Buyer
515;3617;mindless-button;Seller;5029;Active;;
516;3941;heavenly-deposit;Seller;510;Closed;thorough-death;Buyer
517;4759;giving-teacher;Seller;2004;Active;;
518;762;subdued-air;Seller;4418;Closed;treasured-familiar;Buyer
519;1292;burdensome-special;Seller;6495;Active;;
520;2793;monumental-feel;Seller;4627;Closed;studious-jump;Buyer
521;5673;frivolous-nation;Seller;1815;Active;;
522;4080;chief-cut;Seller;299;Closed;responsible-end;Buyer
523;4246;jolly-human;Seller;2986;Closed;glaring-final;Buyer
524;5287;necessary-national;Seller;3592;Closed;vapid-line;Buyer
525;745;absolute-craft;Seller;5858;Active;;
526;5108;live-hat;Seller;2307;Closed;quixotic-display;Buyer
527;775;regular-business;Seller;5126;Closed;ruddy-local;Buyer
528;133;upset-temperature;Seller;6232;Closed;essential-funny;Buyer
529;1449;interesting-primary;Seller;5335;Closed;early-highlight;Buyer
530;275;robust-charity;Seller;5814;Closed;essential-funny;Buyer
531;941;thorny-resolution;Seller;2838;Closed;fine-commercial;Buyer
532;2092;past-touch;Seller;2179;Closed;lucky-chocolate;Buyer
533;481;live-hat;Seller;2840;Closed;firsthand-partner;Buyer
534;1673;harmless-agreement;Seller;3869;Closed;meager-anger;Buyer
535;224;modest-tale;Seller;4380;Closed;dreary-side;Buyer
536;2749;mindless-button;Seller;7675;Closed;periodic-try;Buyer
537;316;wicked-drama;Seller;3090;Closed;hollow-heart;Buyer
538;3081;bad-permit;Seller;4601;Closed;straight-trick;Buyer
539;3478;unnatural-book;Seller;3230;Closed;animated-teacher;Buyer
540;2430;unfit-fault;Seller;2011;Closed;worthy-arm;Buyer
541;5346;ultimate-coach;Seller;4937;Closed;dapper-lead;Buyer
542;3360;silver-steal;Seller;2185;Closed;orderly-angle;Buyer
543;4256;kindhearted-young;Seller;3524;Closed;feisty-desire;Buyer
544;380;rude-ball;Seller;2550;Closed;corrupt-road;Buyer
545;2679;mean-politics;Seller;455;Closed;flippant-piece;Buyer
546;1336;light-lie;Seller;4429;Closed;noteworthy-band;Buyer
547;2486;bare-round;Seller;2207;Closed;extraneous-purpose;Buyer
548;3626;big-hearted-king;Seller;3347;Closed;official-channel;Buyer
549;1934;left-ad;Seller;1790;Closed;petty-possession;Buyer
550;2449;robust-charity;Seller;1077;Closed;mysterious-nail;Buyer
551;660;subdued-air;Seller;2559;Closed;internal-juice;Buyer
552;5298;feminine-writing;Seller;3836;Closed;grubby-promotion;Buyer
553;5945;interesting-primary;Seller;2453;Closed;dry-garbage;Buyer
554;2826;fair-buddy;Seller;2992;Closed;sandy-opinion;Buyer
555;2013;private-review;Seller;3314;Closed;firm-drama;Buyer
556;2614;pitiful-dream;Seller;1079;Active;;
557;5361;past-touch;Seller;1608;Closed;frayed-cap;Buyer
558;2850;melodic-chocolate;Seller;837;Active;;
559;89;rude-ball;Seller;3384;Closed;overjoyed-kitchen;Buyer
560;2118;linear-candle;Seller;3918;Closed;aching-knee;Buyer
561;4001;similar-ice;Seller;5043;Active;;
562;3317;striped-job;Seller;3389;Closed;livid-transition;Buyer
563;4610;trustworthy-silly;Seller;1637;Closed;scarce-pen;Buyer
564;1225;icky-hearing;Seller;3464;Closed;unhappy-heat;Buyer
565;4280;enraged-give;Seller;703;Closed;brisk-power;Buyer
566;1362;impressive-forever;Seller;988;Active;;
567;5528;favorite-movie;Seller;3800;Closed;jumpy-count;Buyer
568;2131;grim-reach;Seller;3181;Closed;overlooked-fall;Buyer
569;5661;fine-soil;Seller;3569;Closed;definite-introduction;Buyer
570;3465;cuddly-muscle;Seller;4559;Closed;unrealistic-sky;Buyer
571;1223;whole-initial;Seller;1715;Closed;hot-police;Buyer
572;976;bare-round;Seller;3104;Closed;brown-boyfriend;Buyer
573;5313;silver-steal;Seller;5993;Closed;dull-disaster;Buyer
574;4137;focused-song;Seller;2106;Closed;impure-girlfriend;Buyer
575;5491;trustworthy-silly;Seller;2201;Closed;exalted-spread;Buyer
576;4882;superb-pull;Seller;2027;Closed;lovable-management;Buyer
577;5431;light-lie;Seller;2903;Closed;impolite-complaint;Buyer
578;3448;hard-to-find-boyfriend;Seller;3893;Closed;informal-glass;Buyer
579;5027;questionable-sympathy;Seller;2213;Active;;
580;2605;light-lie;Seller;3594;Closed;substantial-trash;Buyer
581;454;gracious-nation;Seller;1121;Closed;nervous-round;Buyer
582;983;linear-candle;Seller;3638;Active;;
583;3818;meager-shopping;Seller;2149;Active;;
584;2962;whole-initial;Seller;1970;Closed;corny-television;Buyer
585;4198;superficial-extreme;Seller;3752;Closed;round-male;Buyer
586;1073;weighty-shame;Seller;1137;Closed;mild-simple;Buyer
587;3677;expensive-funeral;Seller;1887;Active;;
588;3101;favorite-movie;Seller;2275;Active;;
589;2853;deadly-father;Seller;1889;Active;;
590;2330;silent-access;Seller;215;Closed;positive-phase;Buyer
591;2687;fluffy-pizza;Seller;1387;Closed;buttery-society;Buyer
592;2778;costly-scene;Seller;2558;Closed;surprised-angle;Buyer
593;4784;coordinated-opposite;Seller;4825;Closed;euphoric-hand;Buyer
594;5832;fine-soil;Seller;2960;Closed;misty-cable;Buyer
595;4155;paltry-surgery;Seller;758;Closed;normal-opening;Buyer
596;3983;spectacular-diamond;Seller;3003;Active;;
597;3780;constant-university;Seller;4777;Closed;any-beer;Buyer
598;376;forceful-coach;Seller;3332;Closed;moral-lay;Buyer
599;5982;favorite-movie;Seller;1336;Closed;grouchy-belt;Buyer
600;5124;false-news;Seller;1756;Active;;
601;5874;yearly-society;Seller;4030;Closed;submissive-reception;Buyer
602;1257;robust-charity;Seller;4295;Closed;official-depression;Buyer
603;3768;incompatible-monitor;Seller;2739;Closed;somber-refrigerator;Buyer
604;163;weekly-percentage;Seller;970;Closed;low-dealer;Buyer
605;958;grim-reach;Seller;2372;Active;;
606;3076;fine-suck;Seller;1540;Closed;cheap-reputation;Buyer
607;23;fuzzy-note;Seller;1917;Closed;extra-large-feature;Buyer
608;565;constant-university;Seller;4429;Closed;worthwhile-region;Buyer
609;1480;mysterious-court;Seller;2330;Closed;brief-award;Buyer
610;4914;impossible-match;Seller;1226;Active;;
611;3822;loathsome-soft;Seller;2769;Closed;uniform-excuse;Buyer
612;2790;affectionate-passenger;Seller;2922;Closed;unacceptable-individual;Buyer
613;4096;loyal-apple;Seller;4721;Closed;rundown-intention;Buyer
614;5115;fine-soil;Seller;2688;Closed;weird-press;Buyer
615;387;giving-teacher;Seller;5627;Closed;lost-street;Buyer
616;1231;subdued-air;Seller;3099;Closed;detailed-blue;Buyer
617;4829;leafy-distribution;Seller;7568;Closed;second-gather;Buyer
618;5841;big-hearted-king;Seller;2831;Closed;stingy-notice;Buyer
619;77;milky-penalty;Seller;1267;Closed;sore-drawing;Buyer
620;3646;ultimate-coach;Seller;3714;Active;;
621;3072;phony-idea;Seller;1484;Closed;outlandish-star;Buyer
622;5548;everlasting-historian;Seller;2268;Closed;rotating-gap;Buyer
623;5893;silent-access;Seller;1013;Active;;
624;2873;grim-reach;Seller;2219;Active;;
625;4393;whole-initial;Seller;710;Closed;envious-east;Buyer
626;22;grim-reach;Seller;3295;Active;;
627;3793;common-private;Seller;2130;Closed;crafty-patient;Buyer
628;2867;modest-tale;Seller;3261;Closed;rewarding-habit;Buyer
629;2264;trustworthy-silly;Seller;5133;Closed;sparkling-half;Buyer
630;4799;silent-access;Seller;1944;Closed;super-trick;Buyer
631;1052;pointless-guess;Seller;2327;Active;;
632;5451;steel-mail;Seller;4353;Closed;complete-chain;Buyer
633;1467;energetic-shot;Seller;2935;Closed;fuzzy-iron;Buyer
634;5654;complex-dog;Seller;2279;Closed;opulent-pension;Buyer
635;313;loathsome-soft;Seller;3378;Closed;noisy-concentrate;Buyer
636;2961;false-news;Seller;5857;Closed;adored-impress;Buyer
637;3211;past-touch;Seller;4037;Closed;bustling-beach;Buyer
638;3878;silver-steal;Seller;1949;Closed;gifted-resort;Buyer
639;186;bare-round;Seller;2452;Active;;
640;2407;ultimate-coach;Seller;3919;Closed;vigilant-company;Buyer
641;4011;gleeful-customer;Seller;3364;Closed;acrobatic-attention;Buyer
642;1905;costly-scene;Seller;3512;Closed;wiggly-role;Buyer
643;3239;pointless-guess;Seller;4671;Closed;knowledgeable-protection;Buyer
644;3293;upset-permission;Seller;2876;Closed;equatorial-welcome;Buyer
645;2080;snappy-wine;Seller;2762;Active;;
646;1071;linear-candle;Seller;1991;Closed;hateful-heat;Buyer
647;276;muffled-pause;Seller;2710;Closed;crushing-harm;Buyer
648;2427;mysterious-court;Seller;2418;Closed;quick-land;Buyer
649;3445;heavenly-deposit;Seller;3077;Closed;euphoric-meeting;Buyer
650;412;weekly-percentage;Seller;1938;Active;;
651;1797;common-private;Seller;2668;Active;;
652;5629;questionable-sympathy;Seller;4054;Closed;passionate-connection;Buyer
653;1513;unnatural-book;Seller;866;Closed;well-groomed-buy;Buyer
654;5114;fair-buddy;Seller;2163;Closed;demanding-conclusion;Buyer
655;2854;feminine-writing;Seller;688;Closed;uniform-excuse;Buyer
656;3504;deadly-father;Seller;2027;Active;;
657;5527;judicious-turn;Seller;1227;Closed;serene-character;Buyer
658;130;muffled-pause;Seller;2062;Closed;sweaty-purchase;Buyer
659;5173;starry-passion;Seller;2648;Closed;plaintive-investment;Buyer
660;2344;trustworthy-silly;Seller;3235;Closed;knowledgeable-protection;Buyer
661;703;trustworthy-silly;Seller;5492;Closed;healthy-restaurant;Buyer
662;2678;icky-hearing;Seller;2305;Closed;thorough-self;Buyer
663;4968;ripe-patience;Seller;968;Active;;
664;4354;silent-access;Seller;1903;Active;;
665;3197;left-ad;Seller;2571;Closed;cluttered-service;Buyer
666;3518;spectacular-diamond;Seller;2903;Closed;unruly-restaurant;Buyer
667;5904;upset-permission;Seller;2063;Closed;snarling-analyst;Buyer
668;232;necessary-national;Seller;1292;Active;;
669;5343;fuzzy-note;Seller;3132;Closed;silent-piece;Buyer
670;4022;threadbare-character;Seller;1859;Closed;noisy-concentrate;Buyer
671;560;cool-formal;Seller;1795;Closed;married-job;Buyer
672;5876;superb-pull;Seller;6086;Closed;suburban-aside;Buyer
673;3515;muffled-pause;Seller;2600;Closed;free-communication;Buyer
674;3375;impressive-forever;Seller;2263;Closed;profuse-object;Buyer
675;4095;periodic-summer;Seller;517;Active;;
676;5104;private-review;Seller;900;Closed;late-income;Buyer
677;3933;anguished-order;Seller;3361;Closed;firm-drama;Buyer
678;2848;cuddly-muscle;Seller;2904;Active;;
679;5488;demanding-farmer;Seller;2087;Closed;prudent-offer;Buyer
680;4920;bad-permit;Seller;3706;Closed;upbeat-highway;Buyer
681;1349;heavenly-deposit;Seller;1010;Active;;
682;2000;common-private;Seller;3682;Closed;any-beer;Buyer
683;4422;light-good;Seller;1064;Closed;yellow-block;Buyer
684;596;abandoned-negotiation;Seller;792;Closed;authorized-objective;Buyer
685;608;common-private;Seller;2025;Closed;vigilant-company;Buyer
686;1045;giving-teacher;Seller;2794;Closed;made-up-quality;Buyer
687;4511;giving-teacher;Seller;2069;Closed;venerated-star;Buyer
688;1090;tempting-education;Seller;4172;Closed;icy-human;Buyer
689;562;scented-witness;Seller;2608;Closed;unwieldy-damage;Buyer
690;4400;steel-mail;Seller;1296;Closed;gruesome-guarantee;Buyer
691;441;fluffy-pizza;Seller;4861;Closed;imaginary-leader;Buyer
692;3025;fluffy-pizza;Seller;3769;Closed;vivid-savings;Buyer
693;4091;productive-advice;Seller;2959;Closed;remarkable-housing;Buyer
694;783;yearly-society;Seller;3307;Closed;short-term-wood;Buyer
695;4900;threadbare-character;Seller;1905;Active;;
696;3694;sweet-pass;Seller;3066;Closed;self-reliant-produce;Buyer
697;3063;upset-temperature;Seller;2319;Active;;
698;2580;lawful-interaction;Seller;1598;Closed;queasy-burn;Buyer
699;414;loathsome-soft;Seller;2407;Closed;careless-energy;Buyer
700;5985;thorny-resolution;Seller;6486;Closed;untidy-excuse;Buyer
701;2625;steel-mail;Seller;3144;Closed;noisy-concentrate;Buyer
702;5069;frivolous-nation;Seller;1226;Closed;dear-hide;Buyer
703;1153;judicious-turn;Seller;1228;Closed;worried-book;Buyer
704;2551;bad-permit;Seller;5105;Closed;amazing-letter;Buyer
705;5010;rude-ball;Seller;3845;Closed;flat-audience;Buyer
706;2742;grim-reach;Seller;2588;Closed;nervous-round;Buyer
707;4536;this-priority;Seller;2065;Closed;jolly-carry;Buyer
708;2621;paltry-surgery;Seller;2307;Closed;excited-native;Buyer
709;5791;burdensome-special;Seller;849;Closed;utter-championship;Buyer
710;2055;muffled-pause;Seller;4918;Active;;
711;1441;partial-telephone;Seller;3160;Closed;academic-rest;Buyer
712;5370;common-private;Seller;3126;Closed;woozy-role;Buyer
713;401;mean-politics;Seller;2125;Closed;emotional-medium;Buyer
714;2143;linear-candle;Seller;3617;Closed;abandoned-experience;Buyer
715;2956;itchy-angle;Seller;4635;Closed;spherical-shock;Buyer
716;3721;whole-initial;Seller;1989;Closed;brown-boyfriend;Buyer
717;1341;hard-to-find-boyfriend;Seller;3303;Active;;
718;74;upset-permission;Seller;1557;Active;;
719;3388;frivolous-nation;Seller;2292;Closed;strict-student;Buyer
720;3558;common-private;Seller;1862;Closed;occasional-lift;Buyer
721;3185;subdued-air;Seller;1150;Closed;deep-vast;Buyer
722;3921;paltry-surgery;Seller;3685;Closed;elastic-meat;Buyer
723;2498;punctual-swimming;Seller;4092;Closed;humiliating-sample;Buyer
724;5249;icky-hearing;Seller;636;Active;;
725;3305;monumental-feel;Seller;2283;Closed;humiliating-sample;Buyer
726;1793;cool-formal;Seller;2204;Active;;
727;1864;meager-shopping;Seller;4372;Closed;other-let;Buyer
728;977;rude-ball;Seller;3598;Closed;submissive-reception;Buyer
729;4941;partial-telephone;Seller;2978;Closed;thunderous-awareness;Buyer
730;893;constant-university;Seller;3571;Closed;free-communication;Buyer
731;2856;flawless-soup;Seller;2624;Closed;excellent-consist;Buyer
